# Dissolved oxygen at Bavarian river chemistry sampling points (GKD).
# Source: https://www.gkd.bayern.de/de/fluesse/chemie/tabellen; parameter 'Sauerstoff, geloest' (mpnr 1018),
# with the spot water temperature taken alongside the sample (mpnr 1680).
# Sampling is roughly fortnightly, NOT daily. Built by pipeline/gkd_chemie.py.
station_id,station_name,river,latitude,longitude,date,oxygen_mg_l,temp_spot_c
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-01-10,11.4,1.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-01-24,10.9,4.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-02-07,11.2,4.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-02-21,12.1,5.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-03-07,11.9,5.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-03-21,11.9,10.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-04-04,11.4,9.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-04-18,12.4,9.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-05-02,11.9,13.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-05-16,11.8,16.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-05-30,10.9,14.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-06-11,9.4,14.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-06-27,9.3,18.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-07-11,9.4,15.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-07-25,9.7,20.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-08-08,8.1,19.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-08-22,6.8,17.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-09-05,7.1,18.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-09-19,8.7,15.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-10-01,8.3,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-10-17,8.7,13.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-10-30,9.3,10.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-11-14,11.2,7.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-11-22,11.8,8.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-11-28,12.2,5.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-12-05,12.5,4.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-12-12,12.4,2.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1990-12-19,12.4,3.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-01-09,12.6,5.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-01-23,11.7,2.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-02-06,12.7,0.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-02-20,12.3,2.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-03-06,11.7,5.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-03-20,12.7,10.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-04-03,12.6,10.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-04-17,12.7,11.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-05-02,12.5,11.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-05-15,11.2,10.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-05-27,11.8,12.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-06-12,10.7,16.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-06-24,9.3,17.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-07-10,8.6,21.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-07-24,9.6,21.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-08-07,8.6,18.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-08-21,8.3,20.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-09-04,8.2,20.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-09-18,7.7,18.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-09-30,8.9,15.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-10-16,8.9,14.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-10-30,9.3,8.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-11-13,8.9,7.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-11-27,9.7,6.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-12-11,11.8,2.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1991-12-18,11.1,3.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-01-08,11.9,4.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-01-22,12.0,2.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-02-05,12.3,3.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-02-19,13.3,4.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-03-04,13.2,7.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-03-18,13.0,6.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-04-01,12.1,7.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-04-15,13.0,10.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-04-29,11.6,13.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-05-13,11.4,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-05-25,11.1,15.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-06-10,9.6,17.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-06-24,8.8,18.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-07-08,9.5,18.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-07-22,8.1,22.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-08-05,8.6,22.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-08-19,9.9,21.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-09-02,8.0,19.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-09-16,8.0,16.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-09-30,7.5,16.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-10-14,9.8,11.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-10-28,11.3,9.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-11-11,11.4,9.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-11-25,11.9,8.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-12-09,12.4,6.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1992-12-21,12.0,5.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-01-04,13.9,2.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-01-21,11.2,7.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-02-03,12.5,4.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-02-17,11.5,4.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-03-03,12.5,4.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-03-17,12.5,9.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-03-31,13.6,7.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-04-14,11.8,11.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-04-28,11.2,17.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-05-12,15.4,18.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-05-26,12.9,20.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-06-08,7.2,21.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-06-23,9.3,17.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-07-07,8.3,20.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-07-21,8.9,17.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-08-04,9.4,20.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-08-18,8.7,20.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-09-01,9.6,15.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-09-15,9.3,16.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-09-29,9.0,14.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-10-13,8.7,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-10-27,10.0,10.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-11-10,10.0,10.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-11-24,10.5,4.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-12-08,10.6,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1993-12-22,11.2,8.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-01-04,11.9,6.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-01-19,12.4,5.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-02-02,13.0,5.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-02-16,13.1,3.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-03-02,13.5,7.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-03-16,12.6,9.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-03-30,12.6,11.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-04-13,12.7,8.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-05-10,14.1,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-05-25,11.4,16.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-06-08,12.0,14.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-06-21,13.4,18.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-07-06,11.5,22.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-07-20,12.1,21.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-08-03,10.5,23.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-08-17,12.4,19.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-08-31,8.7,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-09-14,8.8,17.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-09-28,8.9,15.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-10-12,10.7,10.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-10-26,10.8,10.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-11-09,9.8,11.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-11-23,14.1,9.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-12-07,11.8,7.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1994-12-22,11.1,5.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-01-04,12.8,4.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-01-18,12.3,2.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-02-01,12.8,5.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-02-15,12.1,7.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-03-01,12.0,7.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-03-15,11.6,7.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-03-30,14.8,6.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-04-12,11.3,9.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-04-26,10.7,12.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-05-10,11.3,15.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-05-23,11.3,13.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-06-07,10.6,13.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-06-21,9.2,18.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-07-05,9.6,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-07-19,8.1,20.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-08-02,10.1,22.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-08-16,8.7,18.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-08-30,9.1,15.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-09-13,9.7,15.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-09-27,10.3,16.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-10-11,8.8,15.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-10-25,9.7,11.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-11-08,10.5,8.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-11-22,12.4,6.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-12-06,11.3,5.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1995-12-19,11.5,4.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-01-03,12.9,3.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-01-17,11.9,4.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-01-31,12.5,3.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-02-14,12.6,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-02-28,11.2,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-03-13,12.8,4.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-03-27,11.0,8.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-04-10,11.9,10.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-04-24,10.4,14.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-05-08,12.0,15.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-05-22,9.8,15.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-06-04,9.4,18.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-06-19,13.7,18.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-07-03,9.1,17.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-07-17,9.4,19.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-07-31,8.4,22.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-08-13,8.2,19.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-08-28,9.0,18.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-09-11,8.8,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-09-25,8.7,12.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-10-09,7.9,12.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-10-23,9.5,12.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-11-06,9.4,10.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-11-20,9.7,7.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-12-04,11.2,7.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1996-12-18,10.8,5.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-02-12,13.6,5.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-02-26,12.1,9.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-03-12,11.9,10.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-03-26,12.4,8.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-04-09,11.8,10.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-04-23,11.6,10.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-05-06,10.0,15.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-05-21,10.1,18.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-06-04,9.3,18.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-06-18,6.7,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-07-02,9.1,18.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-07-16,9.0,18.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-07-29,9.3,19.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-08-13,8.6,20.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-08-27,7.9,22.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-09-10,8.2,18.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-09-24,8.8,14.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-10-08,8.8,15.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-10-22,9.5,11.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-11-05,11.4,7.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-11-18,10.6,8.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-12-03,9.8,6.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-12-17,12.5,5.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1997-12-29,11.2,6.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-01-14,11.7,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-01-28,12.3,3.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-02-10,12.8,4.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-02-25,11.4,8.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-03-25,9.8,8.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-04-08,10.5,11.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-04-22,11.6,13.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-05-06,10.4,13.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-05-19,10.7,18.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-06-03,9.2,20.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-06-16,9.1,16.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-07-01,7.4,21.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-07-15,8.5,18.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-07-29,7.0,20.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-08-12,8.3,24.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-08-26,9.1,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-09-09,8.4,19.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-09-23,10.0,15.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-10-07,12.0,13.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-10-21,9.6,11.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-11-04,11.3,9.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-11-18,12.0,7.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-12-02,12.2,7.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-12-16,12.4,8.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1998-12-29,12.3,6.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-01-13,12.4,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-02-10,12.9,5.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-02-24,14.2,5.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-03-10,12.5,8.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-03-24,12.5,8.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-04-21,11.9,9.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-05-05,11.2,13.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-05-19,11.3,14.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-06-01,9.8,18.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-06-16,10.2,17.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-06-30,11.2,18.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-07-14,9.2,18.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-07-28,10.3,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-08-11,10.0,20.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-08-25,9.2,19.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-09-08,9.4,19.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-09-22,9.3,19.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-10-06,11.3,13.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-10-20,13.3,10.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-11-03,10.7,13.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-11-17,12.5,7.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-12-01,13.6,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-12-15,12.6,7.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,1999-12-29,12.7,6.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-01-12,14.4,5.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-01-26,13.2,4.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-02-09,13.8,7.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-02-23,13.5,6.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-03-08,13.1,7.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-03-22,12.3,9.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-04-05,15.3,11.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-04-19,11.0,11.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-05-03,9.1,17.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-05-17,9.8,17.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-05-30,10.5,16.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-06-14,9.8,20.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-06-28,11.0,18.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-07-12,9.9,16.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-07-26,8.5,18.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-08-09,10.0,16.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-08-23,10.7,20.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-09-06,10.9,17.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-09-20,9.0,15.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-10-04,10.6,14.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-10-18,10.3,13.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-11-02,11.7,12.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-11-15,13.0,9.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-11-29,11.5,8.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-12-13,11.7,9.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2000-12-27,13.0,5.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-01-10,12.2,6.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-01-24,13.5,4.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-02-07,13.7,5.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-02-21,12.8,6.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-03-07,13.8,6.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-03-21,12.4,7.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-04-04,12.6,12.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-04-18,14.5,9.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-05-02,10.5,16.9
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-05-16,11.9,17.1
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-05-31,12.0,19.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-06-13,11.0,15.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-06-27,10.3,19.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-07-11,8.5,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-07-25,9.7,19.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-08-08,8.0,20.5
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-08-22,8.0,21.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-09-05,8.7,17.4
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-09-19,11.6,13.0
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-10-04,9.9,14.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-10-17,10.5,14.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-10-30,10.7,14.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-11-14,12.1,8.7
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-11-28,13.0,6.6
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-12-12,13.9,5.8
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2001-12-27,14.3,4.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2002-01-09,13.3,2.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2002-01-23,14.5,6.3
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2002-02-05,14.2,7.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2002-02-18,13.7,7.2
4373,Bad Abbach Pegel,Danube,48.9417,12.0336,2002-03-05,14.2,7.3
